Date,Time,NOx(GT),PT08.S1(CO)
2004-09-20,00:00:00,100.0,980.0
2004-09-20,01:00:00,71.0,881.75
2004-09-20,02:00:00,52.0,851.0
2004-09-20,03:00:00,-200.0,818.75
2004-09-20,04:00:00,57.0,803.5
2004-09-20,05:00:00,69.0,822.5
2004-09-20,06:00:00,126.0,902.75
2004-09-20,07:00:00,376.0,1310.0
2004-09-20,08:00:00,-200.0,1435.75
2004-09-20,09:00:00,737.0,1479.0
2004-09-20,10:00:00,481.0,1285.25
2004-09-20,11:00:00,425.0,1261.5
2004-09-20,12:00:00,330.0,1224.75
2004-09-20,13:00:00,303.0,1161.75
2004-09-20,14:00:00,283.0,1103.0
2004-09-20,15:00:00,264.0,1119.75
2004-09-20,16:00:00,280.0,1168.75
2004-09-20,17:00:00,505.0,1386.0
2004-09-20,18:00:00,566.0,1425.5
2004-09-20,19:00:00,681.0,1476.25
2004-09-20,20:00:00,448.0,1166.75
2004-09-20,21:00:00,231.0,1032.25
2004-09-20,22:00:00,230.0,1033.75
2004-09-20,23:00:00,146.0,985.5
2004-09-21,00:00:00,77.0,908.25
2004-09-21,01:00:00,82.0,891.25
2004-09-21,02:00:00,55.0,842.5
2004-09-21,03:00:00,-200.0,822.25
2004-09-21,04:00:00,42.0,813.5
2004-09-21,05:00:00,102.0,868.75
2004-09-21,06:00:00,231.0,1013.0
2004-09-21,07:00:00,699.0,1515.25
2004-09-21,08:00:00,738.0,1586.5
2004-09-21,09:00:00,665.0,1490.0
2004-09-21,10:00:00,598.0,1434.5
2004-09-21,11:00:00,340.0,1246.0
2004-09-21,12:00:00,374.0,1265.5
2004-09-21,13:00:00,401.0,1277.0
2004-09-21,14:00:00,275.0,1141.75
2004-09-21,15:00:00,278.0,1206.75
2004-09-21,16:00:00,342.0,1252.25
2004-09-21,17:00:00,479.0,1398.5
2004-09-21,18:00:00,553.0,1464.25
2004-09-21,19:00:00,531.0,1422.0
2004-09-21,20:00:00,428.0,1307.5
2004-09-21,21:00:00,229.0,1137.0
2004-09-21,22:00:00,145.0,1040.0
2004-09-21,23:00:00,112.0,1018.0
2004-09-22,00:00:00,99.0,961.75
2004-09-22,01:00:00,98.0,930.25
2004-09-22,02:00:00,54.0,811.5
2004-09-22,03:00:00,-200.0,826.0
2004-09-22,04:00:00,59.0,877.75
2004-09-22,05:00:00,162.0,922.0
2004-09-22,06:00:00,268.0,1046.5
2004-09-22,07:00:00,531.0,1375.5
2004-09-22,08:00:00,517.0,1513.5
2004-09-22,09:00:00,701.0,1494.0
2004-09-22,10:00:00,510.0,1316.25
2004-09-22,11:00:00,415.0,1269.25
2004-09-22,12:00:00,243.0,1151.75
2004-09-22,13:00:00,267.0,1138.0
2004-09-22,14:00:00,233.0,1132.0
2004-09-22,15:00:00,295.0,1186.0
2004-09-22,16:00:00,309.0,1228.0
2004-09-22,17:00:00,506.0,1424.25
2004-09-22,18:00:00,479.0,1427.0
2004-09-22,19:00:00,460.0,1386.75
2004-09-22,20:00:00,363.0,1283.5
2004-09-22,21:00:00,213.0,1110.25
2004-09-22,22:00:00,183.0,1109.75
2004-09-22,23:00:00,163.0,1077.25
2004-09-23,00:00:00,152.0,1036.5
2004-09-23,01:00:00,104.0,1002.0
2004-09-23,02:00:00,61.0,865.25
2004-09-23,03:00:00,-200.0,824.25
2004-09-23,04:00:00,54.0,824.0
2004-09-23,05:00:00,84.0,846.66666666667
2004-09-23,06:00:00,132.0,960.75
2004-09-23,07:00:00,422.0,1336.25
2004-09-23,08:00:00,282.0,1250.75
2004-09-23,09:00:00,293.0,1289.5
2004-09-23,10:00:00,334.0,1215.25
2004-09-23,11:00:00,324.0,1248.25
2004-09-23,12:00:00,294.0,1232.5
2004-09-23,13:00:00,273.0,1229.0
2004-09-23,14:00:00,275.0,1205.75
2004-09-23,15:00:00,282.0,1215.0
2004-09-23,16:00:00,323.0,1329.75
2004-09-23,17:00:00,442.0,1446.25
2004-09-23,18:00:00,431.0,1446.0
2004-09-23,19:00:00,402.0,1420.75
2004-09-23,20:00:00,313.0,1247.25
2004-09-23,21:00:00,228.0,1168.0
2004-09-23,22:00:00,218.0,1111.0
2004-09-23,23:00:00,179.0,1071.0
2004-09-24,00:00:00,97.0,968.75
2004-09-24,01:00:00,83.0,942.0
2004-09-24,02:00:00,80.0,923.0
2004-09-24,03:00:00,-200.0,812.5
2004-09-24,04:00:00,66.0,850.5
2004-09-24,05:00:00,109.0,868.25
2004-09-24,06:00:00,232.0,1061.5
2004-09-24,07:00:00,535.0,1417.75
2004-09-24,08:00:00,684.0,1599.5
2004-09-24,09:00:00,803.0,1583.0
2004-09-24,10:00:00,539.0,1337.5
2004-09-24,11:00:00,364.0,1284.5
2004-09-24,12:00:00,422.0,1375.5
2004-09-24,13:00:00,483.0,1466.5
2004-09-24,14:00:00,496.0,1442.25
2004-09-24,15:00:00,403.0,1358.25
2004-09-24,16:00:00,282.0,1222.0
2004-09-24,17:00:00,268.0,1134.0
2004-09-24,18:00:00,306.0,1120.0
2004-09-24,19:00:00,293.0,1102.75
2004-09-24,20:00:00,240.0,984.5
2004-09-24,21:00:00,93.0,794.75
2004-09-24,22:00:00,99.0,786.5
2004-09-24,23:00:00,55.0,838.5
2004-09-25,00:00:00,19.0,834.75
2004-09-25,01:00:00,26.0,837.0
2004-09-25,02:00:00,26.0,761.0
2004-09-25,03:00:00,-200.0,718.0
2004-09-25,04:00:00,42.0,724.0
2004-09-25,05:00:00,32.0,717.75
2004-09-25,06:00:00,25.0,743.5
2004-09-25,07:00:00,28.0,782.0
2004-09-25,08:00:00,41.0,797.75
2004-09-25,09:00:00,130.0,866.75
2004-09-25,10:00:00,173.0,862.25
2004-09-25,11:00:00,168.0,914.5
2004-09-25,12:00:00,51.0,856.75
2004-09-25,13:00:00,31.0,836.5
2004-09-25,14:00:00,41.0,805.0
2004-09-25,15:00:00,41.0,781.0
2004-09-25,16:00:00,54.0,814.5
2004-09-25,17:00:00,112.0,876.5
2004-09-25,18:00:00,178.0,926.25
2004-09-25,19:00:00,218.0,986.75
2004-09-25,20:00:00,241.0,1004.0
2004-09-25,21:00:00,223.0,897.0
2004-09-25,22:00:00,279.0,1001.5
2004-09-25,23:00:00,330.0,1125.75
2004-09-26,00:00:00,330.0,1066.75
2004-09-26,01:00:00,341.0,1062.75
2004-09-26,02:00:00,205.0,915.0
2004-09-26,03:00:00,-200.0,905.75
2004-09-26,04:00:00,130.0,843.5
2004-09-26,05:00:00,102.0,816.0
2004-09-26,06:00:00,79.0,768.0
2004-09-26,07:00:00,148.0,835.0
2004-09-26,08:00:00,261.0,943.75
2004-09-26,09:00:00,107.0,810.0
2004-09-26,10:00:00,103.0,819.25
2004-09-26,11:00:00,122.0,843.5
2004-09-26,12:00:00,127.0,846.0
2004-09-26,13:00:00,110.0,841.75
2004-09-26,14:00:00,98.0,840.25
2004-09-26,15:00:00,146.0,815.0
2004-09-26,16:00:00,119.0,838.25
2004-09-26,17:00:00,234.0,991.5
2004-09-26,18:00:00,261.0,990.25
2004-09-26,19:00:00,371.0,1065.75
2004-09-26,20:00:00,266.0,970.5
2004-09-26,21:00:00,268.0,962.5
2004-09-26,22:00:00,294.0,1009.75
2004-09-26,23:00:00,303.0,1054.0
2004-09-27,00:00:00,241.0,998.0
2004-09-27,01:00:00,142.0,919.25
2004-09-27,02:00:00,110.0,884.0
2004-09-27,03:00:00,-200.0,803.25
2004-09-27,04:00:00,104.0,820.25
2004-09-27,05:00:00,179.0,893.5
2004-09-27,06:00:00,361.0,987.75
2004-09-27,07:00:00,799.0,1372.25
2004-09-27,08:00:00,614.0,1208.75
2004-09-27,09:00:00,275.0,951.0
2004-09-27,10:00:00,325.0,992.0
2004-09-27,11:00:00,327.0,963.5
2004-09-27,12:00:00,252.0,917.0
2004-09-27,13:00:00,226.0,937.0
2004-09-27,14:00:00,230.0,961.0
2004-09-27,15:00:00,244.0,969.25
2004-09-27,16:00:00,251.0,1019.5
2004-09-27,17:00:00,346.0,1106.75
2004-09-27,18:00:00,407.0,1119.0
2004-09-27,19:00:00,490.0,1172.75
2004-09-27,20:00:00,434.0,1097.0
2004-09-27,21:00:00,345.0,1018.0
2004-09-27,22:00:00,192.0,932.25
2004-09-27,23:00:00,157.0,897.0
2004-09-28,00:00:00,148.0,840.0
2004-09-28,01:00:00,105.0,801.75
2004-09-28,02:00:00,141.0,765.0
2004-09-28,03:00:00,-200.0,740.75
2004-09-28,04:00:00,107.0,747.5
2004-09-28,05:00:00,166.0,791.25
2004-09-28,06:00:00,241.0,874.75
2004-09-28,07:00:00,368.0,1085.25
2004-09-28,08:00:00,498.0,1267.5
2004-09-28,09:00:00,641.0,1235.75
2004-09-28,10:00:00,667.0,1274.25
2004-09-28,11:00:00,550.0,1249.75
2004-09-28,12:00:00,483.0,1224.0
2004-09-28,13:00:00,524.0,1219.75
2004-09-28,14:00:00,481.0,1165.5
2004-09-28,15:00:00,305.0,1049.75
2004-09-28,16:00:00,396.0,1174.0
2004-09-28,17:00:00,501.0,1323.25
2004-09-28,18:00:00,702.0,1431.5
2004-09-28,19:00:00,755.0,1478.75
2004-09-28,20:00:00,524.0,1309.0
2004-09-28,21:00:00,247.0,1088.5
2004-09-28,22:00:00,196.0,1009.0
2004-09-28,23:00:00,135.0,930.25
2004-09-29,00:00:00,146.0,928.75
2004-09-29,01:00:00,106.0,871.5
2004-09-29,02:00:00,70.0,790.0
2004-09-29,03:00:00,-200.0,793.25
2004-09-29,04:00:00,62.0,788.5
2004-09-29,05:00:00,60.0,769.25
2004-09-29,06:00:00,92.0,851.5
2004-09-29,07:00:00,277.0,1099.5
2004-09-29,08:00:00,600.0,1325.5
2004-09-29,09:00:00,693.0,1432.75
2004-09-29,10:00:00,617.0,1310.0
2004-09-29,11:00:00,569.0,1304.0
2004-09-29,12:00:00,409.0,1285.5
2004-09-29,13:00:00,335.0,1216.5
2004-09-29,14:00:00,290.0,1103.5
2004-09-29,15:00:00,312.0,1142.75
2004-09-29,16:00:00,440.0,1205.0
2004-09-29,17:00:00,450.0,1276.25
2004-09-29,18:00:00,578.0,1440.25
2004-09-29,19:00:00,615.0,1466.75
2004-09-29,20:00:00,536.0,1338.75
2004-09-29,21:00:00,238.0,1108.0
2004-09-29,22:00:00,249.0,1116.0
2004-09-29,23:00:00,150.0,980.5
2004-09-30,00:00:00,108.0,947.0
2004-09-30,01:00:00,-200.0,939.25
2004-09-30,02:00:00,-200.0,861.5
2004-09-30,03:00:00,-200.0,827.25
2004-09-30,04:00:00,-200.0,878.5
2004-09-30,05:00:00,-200.0,911.0
2004-09-30,06:00:00,-200.0,1051.0
2004-09-30,07:00:00,-200.0,1496.0
2004-09-30,08:00:00,-200.0,1609.75
2004-09-30,09:00:00,-200.0,1427.75
2004-09-30,10:00:00,-200.0,1458.5
2004-09-30,11:00:00,-200.0,1486.25
2004-09-30,12:00:00,-200.0,1158.25
2004-09-30,13:00:00,223.0,1199.75
2004-09-30,14:00:00,267.0,1290.25
2004-09-30,15:00:00,308.0,1366.25
2004-09-30,16:00:00,422.0,1505.0
2004-09-30,17:00:00,623.0,1728.0
2004-09-30,18:00:00,572.0,1672.75
2004-09-30,19:00:00,514.0,1636.25
2004-09-30,20:00:00,414.0,1468.25
2004-09-30,21:00:00,143.0,1179.5
2004-09-30,22:00:00,147.0,1138.0
2004-09-30,23:00:00,159.0,1191.5
2004-10-01,00:00:00,206.0,1176.0
2004-10-01,01:00:00,140.0,1136.5
2004-10-01,02:00:00,132.0,1034.75
2004-10-01,03:00:00,-200.0,942.66666666667
2004-10-01,04:00:00,81.0,903.75
2004-10-01,05:00:00,120.0,965.5
2004-10-01,06:00:00,279.0,1124.25
2004-10-01,07:00:00,392.0,1347.5
2004-10-01,08:00:00,433.0,1498.5
2004-10-01,09:00:00,531.0,1427.25
2004-10-01,10:00:00,619.0,1473.0
2004-10-01,11:00:00,522.0,1439.5
2004-10-01,12:00:00,505.0,1473.5
2004-10-01,13:00:00,465.0,1484.75
2004-10-01,14:00:00,383.0,-200.0
2004-10-01,15:00:00,278.0,1305.75
2004-10-01,16:00:00,372.0,1463.5
2004-10-01,17:00:00,540.0,1629.0
2004-10-01,18:00:00,-200.0,1628.5
2004-10-01,19:00:00,-200.0,1706.5
2004-10-01,20:00:00,-200.0,1423.75
2004-10-01,21:00:00,-200.0,1297.25
2004-10-01,22:00:00,-200.0,1213.5
2004-10-01,23:00:00,-200.0,1160.0
2004-10-02,00:00:00,-200.0,1231.75
2004-10-02,01:00:00,-200.0,1133.5
2004-10-02,02:00:00,-200.0,1070.5
2004-10-02,03:00:00,-200.0,968.0
2004-10-02,04:00:00,-200.0,993.75
2004-10-02,05:00:00,-200.0,1046.0
2004-10-02,06:00:00,-200.0,1066.0
2004-10-02,07:00:00,-200.0,1276.75
2004-10-02,08:00:00,-200.0,1289.75
2004-10-02,09:00:00,-200.0,1268.0
2004-10-02,10:00:00,-200.0,1242.75
2004-10-02,11:00:00,-200.0,1299.75
2004-10-02,12:00:00,-200.0,1277.75
2004-10-02,13:00:00,-200.0,1248.5
2004-10-02,14:00:00,-200.0,1145.25
2004-10-02,15:00:00,-200.0,1198.75
2004-10-02,16:00:00,-200.0,1235.75
2004-10-02,17:00:00,-200.0,1289.0
2004-10-02,18:00:00,-200.0,1298.75
2004-10-02,19:00:00,-200.0,1505.5
2004-10-02,20:00:00,-200.0,1432.0
2004-10-02,21:00:00,-200.0,1192.75
2004-10-02,22:00:00,-200.0,1187.75
2004-10-02,23:00:00,-200.0,1162.25
2004-10-03,00:00:00,-200.0,1106.0
2004-10-03,01:00:00,-200.0,1036.75
2004-10-03,02:00:00,-200.0,982.25
2004-10-03,03:00:00,-200.0,943.5
2004-10-03,04:00:00,-200.0,928.5
2004-10-03,05:00:00,-200.0,906.0
2004-10-03,06:00:00,-200.0,906.75
2004-10-03,07:00:00,-200.0,1013.0
2004-10-03,08:00:00,-200.0,1054.5
2004-10-03,09:00:00,-200.0,1138.0
2004-10-03,10:00:00,-200.0,1249.75
2004-10-03,11:00:00,-200.0,1165.25
2004-10-03,12:00:00,-200.0,1229.0
2004-10-03,13:00:00,-200.0,1168.25
2004-10-03,14:00:00,-200.0,1091.75
2004-10-03,15:00:00,-200.0,1109.0
2004-10-03,16:00:00,-200.0,1133.25
2004-10-03,17:00:00,-200.0,1191.75
2004-10-03,18:00:00,-200.0,1298.25
2004-10-03,19:00:00,-200.0,1523.6666666667
2004-10-03,20:00:00,-200.0,1539.5
2004-10-03,21:00:00,-200.0,1189.75
2004-10-03,22:00:00,-200.0,1091.75
2004-10-03,23:00:00,-200.0,1079.0
2004-10-04,00:00:00,-200.0,994.5
2004-10-04,01:00:00,-200.0,960.25
2004-10-04,02:00:00,-200.0,890.25
2004-10-04,03:00:00,-200.0,860.25
2004-10-04,04:00:00,-200.0,860.25
2004-10-04,05:00:00,-200.0,882.75
2004-10-04,06:00:00,-200.0,929.0
2004-10-04,07:00:00,-200.0,1099.75
2004-10-04,08:00:00,-200.0,1257.25
2004-10-04,09:00:00,-200.0,1402.25
2004-10-04,10:00:00,-200.0,1375.75
2004-10-04,11:00:00,-200.0,1373.75
2004-10-04,12:00:00,-200.0,1381.0
2004-10-04,13:00:00,-200.0,1282.0
2004-10-04,14:00:00,-200.0,1187.75
2004-10-04,15:00:00,-200.0,1227.25
2004-10-04,16:00:00,-200.0,1363.75
2004-10-04,17:00:00,-200.0,1531.0
2004-10-04,18:00:00,-200.0,1694.0
2004-10-04,19:00:00,-200.0,1722.75
2004-10-04,20:00:00,-200.0,1356.25
2004-10-04,21:00:00,-200.0,1083.75
2004-10-04,22:00:00,-200.0,1039.25
2004-10-04,23:00:00,-200.0,1010.75
2004-10-05,00:00:00,-200.0,968.0
2004-10-05,01:00:00,-200.0,866.5
2004-10-05,02:00:00,-200.0,819.5
2004-10-05,03:00:00,-200.0,825.75
2004-10-05,04:00:00,-200.0,834.5
2004-10-05,05:00:00,-200.0,887.0
2004-10-05,06:00:00,-200.0,990.25
2004-10-05,07:00:00,-200.0,1510.5
2004-10-05,08:00:00,-200.0,1352.0
2004-10-05,09:00:00,-200.0,1336.75
2004-10-05,10:00:00,-200.0,1435.0
2004-10-05,11:00:00,-200.0,1376.75
2004-10-05,12:00:00,-200.0,1561.5
2004-10-05,13:00:00,-200.0,1357.5
2004-10-05,14:00:00,-200.0,1301.25
2004-10-05,15:00:00,-200.0,1255.25
2004-10-05,16:00:00,-200.0,1410.25
2004-10-05,17:00:00,-200.0,1577.75
2004-10-05,18:00:00,-200.0,1699.75
2004-10-05,19:00:00,-200.0,1777.75
2004-10-05,20:00:00,-200.0,1539.0
2004-10-05,21:00:00,-200.0,1408.75
2004-10-05,22:00:00,-200.0,1231.25
2004-10-05,23:00:00,-200.0,1091.75
2004-10-06,00:00:00,-200.0,1036.25
2004-10-06,01:00:00,-200.0,984.25
2004-10-06,02:00:00,-200.0,949.5
2004-10-06,03:00:00,-200.0,889.25
2004-10-06,04:00:00,-200.0,865.25
2004-10-06,05:00:00,-200.0,916.75
2004-10-06,06:00:00,-200.0,997.0
2004-10-06,07:00:00,-200.0,1433.0
2004-10-06,08:00:00,-200.0,1516.25
2004-10-06,09:00:00,-200.0,1528.25
2004-10-06,10:00:00,-200.0,1347.0
2004-10-06,11:00:00,-200.0,1392.0
2004-10-06,12:00:00,-200.0,1359.25
2004-10-06,13:00:00,-200.0,1390.5
2004-10-06,14:00:00,-200.0,1334.5
2004-10-06,15:00:00,-200.0,1402.0
2004-10-06,16:00:00,-200.0,1405.5
2004-10-06,17:00:00,-200.0,1526.5
2004-10-06,18:00:00,-200.0,1559.0
2004-10-06,19:00:00,-200.0,1840.0
2004-10-06,20:00:00,-200.0,1666.25
2004-10-06,21:00:00,-200.0,1335.5
2004-10-06,22:00:00,-200.0,1189.25
2004-10-06,23:00:00,-200.0,1226.0
2004-10-07,00:00:00,-200.0,1171.0
2004-10-07,01:00:00,-200.0,1001.5
2004-10-07,02:00:00,-200.0,950.0
2004-10-07,03:00:00,-200.0,930.25
2004-10-07,04:00:00,-200.0,923.75
2004-10-07,05:00:00,-200.0,994.25
2004-10-07,06:00:00,-200.0,1089.0
2004-10-07,07:00:00,-200.0,1468.0
2004-10-07,08:00:00,-200.0,1696.25
2004-10-07,09:00:00,-200.0,1479.25
2004-10-07,10:00:00,-200.0,1425.0
2004-10-07,11:00:00,-200.0,1279.25
2004-10-07,12:00:00,-200.0,1319.25
2004-10-07,13:00:00,-200.0,1329.0
2004-10-07,14:00:00,-200.0,1326.75
2004-10-07,15:00:00,-200.0,1281.75
2004-10-07,16:00:00,267.0,1341.5
2004-10-07,17:00:00,398.0,1622.75
2004-10-07,18:00:00,418.0,1575.5
2004-10-07,19:00:00,515.0,1747.25
2004-10-07,20:00:00,669.0,1757.25
2004-10-07,21:00:00,326.0,1331.25
2004-10-07,22:00:00,209.0,1182.0
2004-10-07,23:00:00,183.0,1161.5
2004-10-08,00:00:00,165.0,1147.0
2004-10-08,01:00:00,111.0,1039.75
2004-10-08,02:00:00,67.0,919.5
2004-10-08,03:00:00,-200.0,931.25
2004-10-08,04:00:00,88.0,954.25
2004-10-08,05:00:00,147.0,980.75
2004-10-08,06:00:00,279.0,1147.0
2004-10-08,07:00:00,665.0,1605.75
2004-10-08,08:00:00,592.0,1490.0
2004-10-08,09:00:00,557.0,1473.0
2004-10-08,10:00:00,693.0,1581.5
2004-10-08,11:00:00,530.0,1467.5
2004-10-08,12:00:00,412.0,1412.5
2004-10-08,13:00:00,366.0,1399.75
2004-10-08,14:00:00,344.0,1361.25
2004-10-08,15:00:00,339.0,1388.75
2004-10-08,16:00:00,297.0,1304.75
2004-10-08,17:00:00,294.0,1353.75
2004-10-08,18:00:00,211.0,1352.25
2004-10-08,19:00:00,323.0,1472.25
2004-10-08,20:00:00,333.0,1411.5
2004-10-08,21:00:00,163.0,1221.0
2004-10-08,22:00:00,151.0,1230.25
2004-10-08,23:00:00,167.0,1247.0
2004-10-09,00:00:00,174.0,1217.0
2004-10-09,01:00:00,142.0,1157.5
2004-10-09,02:00:00,155.0,1149.6666666667
2004-10-09,03:00:00,-200.0,1061.25
2004-10-09,04:00:00,96.0,1062.0
2004-10-09,05:00:00,154.0,1156.75
2004-10-09,06:00:00,211.0,1166.5
2004-10-09,07:00:00,381.0,1402.75
2004-10-09,08:00:00,470.0,1453.0
2004-10-09,09:00:00,464.0,1454.75
2004-10-09,10:00:00,450.0,1512.0
2004-10-09,11:00:00,274.0,1331.25
2004-10-09,12:00:00,306.0,1472.25
2004-10-09,13:00:00,308.0,1430.25
2004-10-09,14:00:00,186.0,1264.0
2004-10-09,15:00:00,238.0,1377.5
2004-10-09,16:00:00,249.0,1376.5
2004-10-09,17:00:00,378.0,1526.75
2004-10-09,18:00:00,386.0,1572.5
2004-10-09,19:00:00,461.0,1673.5
2004-10-09,20:00:00,394.0,1455.0
2004-10-09,21:00:00,266.0,1241.5
2004-10-09,22:00:00,158.0,1181.0
2004-10-09,23:00:00,319.0,1467.75
2004-10-10,00:00:00,409.0,1520.25
2004-10-10,01:00:00,223.0,1202.75
2004-10-10,02:00:00,107.0,1095.5
2004-10-10,03:00:00,-200.0,990.75
2004-10-10,04:00:00,50.0,940.75
2004-10-10,05:00:00,56.0,952.25
2004-10-10,06:00:00,163.0,1081.5
2004-10-10,07:00:00,187.0,1094.75
2004-10-10,08:00:00,150.0,1048.75
2004-10-10,09:00:00,103.0,1054.75
2004-10-10,10:00:00,143.0,1074.0
2004-10-10,11:00:00,220.0,1229.25
2004-10-10,12:00:00,301.0,1228.0
2004-10-10,13:00:00,214.0,1107.25
2004-10-10,14:00:00,162.0,1030.75
2004-10-10,15:00:00,232.0,1154.75
2004-10-10,16:00:00,254.0,1130.75
2004-10-10,17:00:00,224.0,1143.0
2004-10-10,18:00:00,247.0,1145.25
2004-10-10,19:00:00,334.0,1168.5
2004-10-10,20:00:00,239.0,1104.75
2004-10-10,21:00:00,168.0,1049.25
2004-10-10,22:00:00,185.0,1068.5
2004-10-10,23:00:00,178.0,1073.25
2004-10-11,00:00:00,132.0,1038.75
2004-10-11,01:00:00,135.0,1020.75
2004-10-11,02:00:00,39.0,825.0
2004-10-11,03:00:00,-200.0,827.5
2004-10-11,04:00:00,33.0,846.75
2004-10-11,05:00:00,90.0,903.25
2004-10-11,06:00:00,164.0,1041.25
2004-10-11,07:00:00,336.0,1313.75
2004-10-11,08:00:00,366.0,1325.75
2004-10-11,09:00:00,565.0,1463.75
2004-10-11,10:00:00,536.0,1313.0
2004-10-11,11:00:00,416.0,1201.75
2004-10-11,12:00:00,379.0,1225.0
2004-10-11,13:00:00,368.0,1257.0
2004-10-11,14:00:00,444.0,1271.25
2004-10-11,15:00:00,352.0,1178.75
2004-10-11,16:00:00,375.0,1277.75
2004-10-11,17:00:00,479.0,1434.6666666667
2004-10-11,18:00:00,448.0,1326.25
2004-10-11,19:00:00,388.0,1323.5
2004-10-11,20:00:00,376.0,1205.75
2004-10-11,21:00:00,224.0,1052.25
2004-10-11,22:00:00,206.0,1057.0
2004-10-11,23:00:00,143.0,951.5
2004-10-12,00:00:00,113.0,910.5
2004-10-12,01:00:00,93.0,897.5
2004-10-12,02:00:00,58.0,809.0
2004-10-12,03:00:00,-200.0,823.25
2004-10-12,04:00:00,56.0,813.75
2004-10-12,05:00:00,105.0,857.25
2004-10-12,06:00:00,243.0,935.0
2004-10-12,07:00:00,492.0,1159.25
2004-10-12,08:00:00,435.0,1101.75
2004-10-12,09:00:00,-200.0,978.5
2004-10-12,10:00:00,-200.0,997.75
2004-10-12,11:00:00,-200.0,962.0
2004-10-12,12:00:00,-200.0,984.5
2004-10-12,13:00:00,-200.0,1043.25
2004-10-12,14:00:00,-200.0,928.75
2004-10-12,15:00:00,-200.0,946.25
2004-10-12,16:00:00,-200.0,955.0
2004-10-12,17:00:00,-200.0,1003.5
2004-10-12,18:00:00,-200.0,1037.0
2004-10-12,19:00:00,-200.0,1066.25
2004-10-12,20:00:00,-200.0,890.0
2004-10-12,21:00:00,-200.0,843.0
2004-10-12,22:00:00,-200.0,834.25
2004-10-12,23:00:00,-200.0,809.25
2004-10-13,00:00:00,-200.0,785.5
2004-10-13,01:00:00,-200.0,747.25
2004-10-13,02:00:00,-200.0,722.75
2004-10-13,03:00:00,-200.0,704.0
2004-10-13,04:00:00,-200.0,708.5
2004-10-13,05:00:00,-200.0,725.5
2004-10-13,06:00:00,-200.0,798.0
2004-10-13,07:00:00,-200.0,925.25
2004-10-13,08:00:00,-200.0,905.5
2004-10-13,09:00:00,286.0,895.75
2004-10-13,10:00:00,281.0,882.0
2004-10-13,11:00:00,-200.0,948.0
2004-10-13,12:00:00,-200.0,944.5
2004-10-13,13:00:00,-200.0,941.75
2004-10-13,14:00:00,-200.0,943.0
2004-10-13,15:00:00,-200.0,894.25
2004-10-13,16:00:00,-200.0,983.5
2004-10-13,17:00:00,-200.0,1044.0
2004-10-13,18:00:00,-200.0,981.0
2004-10-13,19:00:00,-200.0,1021.25
2004-10-13,20:00:00,-200.0,942.5
2004-10-13,21:00:00,-200.0,863.0
2004-10-13,22:00:00,-200.0,847.25
2004-10-13,23:00:00,-200.0,858.5
2004-10-14,00:00:00,-200.0,861.0
2004-10-14,01:00:00,-200.0,785.5
2004-10-14,02:00:00,-200.0,740.0
2004-10-14,03:00:00,-200.0,730.0
2004-10-14,04:00:00,-200.0,727.75
2004-10-14,05:00:00,-200.0,754.75
2004-10-14,06:00:00,-200.0,853.75
2004-10-14,07:00:00,-200.0,1078.5
2004-10-14,08:00:00,-200.0,1097.3333333333
2004-10-14,09:00:00,-200.0,1024.25
2004-10-14,10:00:00,-200.0,989.5
2004-10-14,11:00:00,-200.0,1012.75
2004-10-14,12:00:00,-200.0,1051.25
2004-10-14,13:00:00,-200.0,1051.5
2004-10-14,14:00:00,-200.0,1140.5
2004-10-14,15:00:00,-200.0,1129.75
2004-10-14,16:00:00,-200.0,1098.75
2004-10-14,17:00:00,-200.0,1182.0
2004-10-14,18:00:00,-200.0,1210.75
2004-10-14,19:00:00,-200.0,1340.0
2004-10-14,20:00:00,-200.0,1299.25
2004-10-14,21:00:00,-200.0,1046.0
2004-10-14,22:00:00,-200.0,948.75
2004-10-14,23:00:00,-200.0,966.0
2004-10-15,00:00:00,-200.0,1061.75
2004-10-15,01:00:00,-200.0,934.0
2004-10-15,02:00:00,-200.0,861.75
2004-10-15,03:00:00,-200.0,822.5
2004-10-15,04:00:00,-200.0,839.0
2004-10-15,05:00:00,-200.0,878.5
2004-10-15,06:00:00,-200.0,1094.5
2004-10-15,07:00:00,-200.0,1359.0
2004-10-15,08:00:00,-200.0,1354.25
2004-10-15,09:00:00,-200.0,1420.0
2004-10-15,10:00:00,-200.0,1265.25
2004-10-15,11:00:00,-200.0,1146.0
2004-10-15,12:00:00,-200.0,1149.5
2004-10-15,13:00:00,-200.0,1281.5
2004-10-15,14:00:00,-200.0,1066.75
2004-10-15,15:00:00,-200.0,1184.5
2004-10-15,16:00:00,-200.0,1312.25
2004-10-15,17:00:00,-200.0,1319.25
2004-10-15,18:00:00,-200.0,1254.75
2004-10-15,19:00:00,-200.0,1122.5
2004-10-15,20:00:00,-200.0,1125.75
2004-10-15,21:00:00,-200.0,924.0
2004-10-15,22:00:00,-200.0,982.25
2004-10-15,23:00:00,-200.0,936.25
2004-10-16,00:00:00,-200.0,1068.75
2004-10-16,01:00:00,-200.0,967.25
2004-10-16,02:00:00,-200.0,869.25
2004-10-16,03:00:00,-200.0,916.0
2004-10-16,04:00:00,-200.0,885.75
2004-10-16,05:00:00,-200.0,925.75
2004-10-16,06:00:00,-200.0,970.5
2004-10-16,07:00:00,-200.0,1029.0
